Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,UnderVotesPercent,TotalUnderVotes,TotalUnderVotesPercent,OverVotes,OverVotesPercent,TotalOverVotes,TotalOverVotesPercent,InvalidVotes,InvalidVotesPercent,TotalInvalidVotes,TotalInvalidVotesPercent,RejectedWriteInVotes,RejectedWriteInVotesPercent,TotalRejectedWriteInVotes,TotalRejectedWriteInVotesPercent,UnresolvedWriteInVotes,UnresolvedWriteInVotesPercent,TotalUnresolvedWriteInVotes,TotalUnresolvedWriteInVotesPercent
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Omar Syed,,27,5.08%,44,6.25%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Jennifer McPherson,,6,3.49%,47,6.68%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Jennifer McPherson,,41,7.71%,47,6.68%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Elijah Norris-Holliday,,5,2.91%,29,4.12%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Elijah Norris-Holliday,,24,4.51%,29,4.12%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Jessica Kopp,,5,2.91%,49,6.96%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Jessica Kopp,,44,8.27%,49,6.96%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Tiffany Fearing,,9,5.23%,36,5.11%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Tiffany Fearing,,27,5.08%,36,5.11%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Steve Marchese,,7,4.07%,34,4.83%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Steve Marchese,,27,5.08%,34,4.83%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Zuki Ellis,,4,2.33%,32,4.55%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Zuki Ellis,,28,5.26%,32,4.55%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Ryan Williams,,10,5.81%,33,4.69%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Ryan Williams,,23,4.32%,33,4.69%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Absentee Voting,Chauntyll Allen,,4,2.33%,39,5.54%,75,43.60%,379,53.84%,97,56.40%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
School Board Member Independent School District No. 625 Saint Paul Public Schools - Vote for Up to Four,Saint Paul W-6 P-07,Election Day Voting,Chauntyll Allen,,35,6.58%,39,5.54%,304,57.14%,379,53.84%,228,42.86%,325,46.16%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Greg Copeland,,3,5.08%,24,6.92%,58,98.31%,338,97.41%,1,1.69%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Greg Copeland,,21,7.29%,24,6.92%,280,97.22%,338,97.41%,8,2.78%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Danielle Swift,,0,0.00%,7,2.02%,58,98.31%,338,97.41%,1,1.69%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Danielle Swift,,7,2.43%,7,2.02%,280,97.22%,338,97.41%,8,2.78%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Alexander Bourne,,1,1.69%,17,4.90%,58,98.31%,338,97.41%,1,1.69%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Alexander Bourne,,16,5.56%,17,4.90%,280,97.22%,338,97.41%,8,2.78%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Kassim Busuri,,4,6.78%,30,8.65%,58,98.31%,338,97.41%,1,1.69%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Kassim Busuri,,26,9.03%,30,8.65%,280,97.22%,338,97.41%,8,2.78%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Terri Thao,,7,11.86%,68,19.60%,58,98.31%,338,97.41%,1,1.69%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Terri Thao,,61,21.18%,68,19.60%,280,97.22%,338,97.41%,8,2.78%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Nelsie Yang,,43,72.88%,192,55.33%,58,98.31%,338,97.41%,1,1.69%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 1st Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Nelsie Yang,,149,51.74%,192,55.33%,280,97.22%,338,97.41%,8,2.78%,9,2.59%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Greg Copeland,,2,3.39%,18,5.19%,15,25.42%,189,54.47%,44,74.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Greg Copeland,,16,5.56%,18,5.19%,174,60.42%,189,54.47%,114,39.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Danielle Swift,,2,3.39%,20,5.76%,15,25.42%,189,54.47%,44,74.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Danielle Swift,,18,6.25%,20,5.76%,174,60.42%,189,54.47%,114,39.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Alexander Bourne,,1,1.69%,19,5.48%,15,25.42%,189,54.47%,44,74.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Alexander Bourne,,18,6.25%,19,5.48%,174,60.42%,189,54.47%,114,39.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Kassim Busuri,,4,6.78%,23,6.63%,15,25.42%,189,54.47%,44,74.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Kassim Busuri,,19,6.60%,23,6.63%,174,60.42%,189,54.47%,114,39.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Terri Thao,,1,1.69%,33,9.51%,15,25.42%,189,54.47%,44,74.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Terri Thao,,32,11.11%,33,9.51%,174,60.42%,189,54.47%,114,39.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Nelsie Yang,,5,8.47%,76,21.90%,15,25.42%,189,54.47%,44,74.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 4th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Nelsie Yang,,71,24.65%,76,21.90%,174,60.42%,189,54.47%,114,39.58%,158,45.53%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Greg Copeland,,3,5.08%,23,6.63%,21,35.59%,262,75.50%,38,64.41%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Greg Copeland,,20,6.94%,23,6.63%,241,83.68%,262,75.50%,47,16.32%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Danielle Swift,,3,5.08%,18,5.19%,21,35.59%,262,75.50%,38,64.41%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Danielle Swift,,15,5.21%,18,5.19%,241,83.68%,262,75.50%,47,16.32%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Alexander Bourne,,0,0.00%,23,6.63%,21,35.59%,262,75.50%,38,64.41%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Alexander Bourne,,23,7.99%,23,6.63%,241,83.68%,262,75.50%,47,16.32%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Kassim Busuri,,6,10.17%,21,6.05%,21,35.59%,262,75.50%,38,64.41%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Kassim Busuri,,15,5.21%,21,6.05%,241,83.68%,262,75.50%,47,16.32%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Terri Thao,,6,10.17%,74,21.33%,21,35.59%,262,75.50%,38,64.41%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Terri Thao,,68,23.61%,74,21.33%,241,83.68%,262,75.50%,47,16.32%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Nelsie Yang,,3,5.08%,103,29.68%,21,35.59%,262,75.50%,38,64.41%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 2nd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Nelsie Yang,,100,34.72%,103,29.68%,241,83.68%,262,75.50%,47,16.32%,85,24.50%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Greg Copeland,,2,3.39%,23,6.63%,13,22.03%,176,50.72%,46,77.97%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Greg Copeland,,21,7.29%,23,6.63%,163,56.60%,176,50.72%,125,43.40%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Danielle Swift,,1,1.69%,9,2.59%,13,22.03%,176,50.72%,46,77.97%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Danielle Swift,,8,2.78%,9,2.59%,163,56.60%,176,50.72%,125,43.40%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Alexander Bourne,,4,6.78%,28,8.07%,13,22.03%,176,50.72%,46,77.97%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Alexander Bourne,,24,8.33%,28,8.07%,163,56.60%,176,50.72%,125,43.40%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Kassim Busuri,,2,3.39%,18,5.19%,13,22.03%,176,50.72%,46,77.97%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Kassim Busuri,,16,5.56%,18,5.19%,163,56.60%,176,50.72%,125,43.40%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Terri Thao,,1,1.69%,29,8.36%,13,22.03%,176,50.72%,46,77.97%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Terri Thao,,28,9.72%,29,8.36%,163,56.60%,176,50.72%,125,43.40%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Nelsie Yang,,3,5.08%,69,19.88%,13,22.03%,176,50.72%,46,77.97%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 5th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Nelsie Yang,,66,22.92%,69,19.88%,163,56.60%,176,50.72%,125,43.40%,171,49.28%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Greg Copeland,,3,5.08%,25,7.20%,17,28.81%,227,65.42%,41,69.49%,119,34.29%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Greg Copeland,,22,7.64%,25,7.20%,210,72.92%,227,65.42%,78,27.08%,119,34.29%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Danielle Swift,,4,6.78%,31,8.93%,17,28.81%,227,65.42%,41,69.49%,119,34.29%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Danielle Swift,,27,9.38%,31,8.93%,210,72.92%,227,65.42%,78,27.08%,119,34.29%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Alexander Bourne,,3,5.08%,19,5.48%,17,28.81%,227,65.42%,41,69.49%,119,34.29%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Alexander Bourne,,16,5.56%,19,5.48%,210,72.92%,227,65.42%,78,27.08%,119,34.29%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Kassim Busuri,,2,3.39%,25,7.20%,17,28.81%,227,65.42%,41,69.49%,119,34.29%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Kassim Busuri,,23,7.99%,25,7.20%,210,72.92%,227,65.42%,78,27.08%,119,34.29%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Terri Thao,,1,1.69%,33,9.51%,17,28.81%,227,65.42%,41,69.49%,119,34.29%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Terri Thao,,32,11.11%,33,9.51%,210,72.92%,227,65.42%,78,27.08%,119,34.29%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Nelsie Yang,,4,6.78%,94,27.09%,17,28.81%,227,65.42%,41,69.49%,119,34.29%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 3rd Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Nelsie Yang,,90,31.25%,94,27.09%,210,72.92%,227,65.42%,78,27.08%,119,34.29%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Greg Copeland,,5,8.47%,24,6.92%,12,20.34%,175,50.43%,46,77.97%,171,49.28%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Greg Copeland,,19,6.60%,24,6.92%,163,56.60%,175,50.43%,125,43.40%,171,49.28%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Danielle Swift,,0,0.00%,10,2.88%,12,20.34%,175,50.43%,46,77.97%,171,49.28%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Danielle Swift,,10,3.47%,10,2.88%,163,56.60%,175,50.43%,125,43.40%,171,49.28%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Alexander Bourne,,1,1.69%,20,5.76%,12,20.34%,175,50.43%,46,77.97%,171,49.28%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Alexander Bourne,,19,6.60%,20,5.76%,163,56.60%,175,50.43%,125,43.40%,171,49.28%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Absentee Voting,Kassim Busuri,,3,5.08%,23,6.63%,12,20.34%,175,50.43%,46,77.97%,171,49.28%,1,1.69%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Council Member City of Saint Paul Ward Six 6th Choice - Select One,Saint Paul W-6 P-08,Election Day Voting,Kassim Busuri,,20,6.94%,23,6.63%,163,56.60%,175,50.43%,125,43.40%,171,49.28%,0,0.00%,1,0.29%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
